"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_CENTRIOLE_CENTRIOLE_COHESION","GOBP_CENTRIOLE_CENTRIOLE_COHESION",15,0.788222865321341,1.6543757290578,0.00126278411476702,0.00723625670167732,0.00515242979137547,2323,"tags=47%, list=12%, signal=41%","NIN/CEP135/SGO1/CEP250/NEK2/ODF2/RTTN"
"GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY","GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY",25,0.730550290459035,1.66789601586261,0.00126852396449547,0.00725916323638477,0.00516873992473717,3226,"tags=48%, list=17%, signal=40%","VAV1/BTK/FCER2/LYN/PLCG2/LILRA4/SOS1/FCER1G/IKBKB/SYK/MAP3K7/MAP3K1"
"GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",31,0.698957975209981,1.64863133877419,0.00128142236689101,0.00732291574824137,0.00521413360753573,1350,"tags=29%, list=7%, signal=27%","LILRB1/INPP5D/UBASH3B/CCL3/LTF/GPR55/TLR4/FBXW7/LILRB4"
"GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION",15,0.786821513600624,1.65143447680971,0.00128683642518404,0.00733373535884637,0.00522183749178287,2952,"tags=60%, list=16%, signal=51%","LILRB1/FCGR2B/LGALS9/TMEM176A/TMEM176B/HLA-B/LILRB2/CLEC12A/HMGB1"
"GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1","GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1",82,0.587840862502719,1.51751988107781,0.00128588616179031,0.00733373535884637,0.00522183749178287,4264,"tags=43%, list=23%, signal=33%","KMO/ZBP1/NLRP7/MYD88/CCL3/PYCARD/CD40/IRAK4/IRAK1/GBP2/CCL5/IL1B/SIRPA/TANK/OTUD4/IRAK2/VRK2/HIF1A/ZC3H12A/RPS6KA4/IKBKB/HAS2/MAP3K7/IRAK3/CFL1/CD47/RC3H1/USP10/BMI1/TNIP2/SIGIRR/NKX3-1/KLF2/RBMX/MYLK3"
"KEGG_NON_SMALL_CELL_LUNG_CANCER","KEGG_NON_SMALL_CELL_LUNG_CANCER",54,0.632556575368348,1.58117074064961,0.00129439771448155,0.00736674983405754,0.00524534477913287,2610,"tags=39%, list=14%, signal=34%","RASSF5/STK4/PRKCB/PIK3R5/PIK3CD/PIK3CG/PLCG2/GRB2/MAP2K1/NRAS/CDK6/RB1/E2F2/SOS1/RASSF1/PIK3CA/TP53/E2F1/PRKCA/KRAS/CDKN2A"
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION","GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",477,0.466074273729529,1.25943861936326,0.00131631939686605,0.00748129141520323,0.00532690178842325,4226,"tags=32%, list=22%, signal=26%","GPR65/NCKAP1L/PLEK/CARMIL2/HCK/LCP1/PIP4K2A/EVL/ATM/FCHSD2/CD28/ANK1/PTK2B/CDK5R1/CNOT6L/TNF/CCR7/CRACD/P2RX7/PDE4DIP/CCDC88A/ARPC2/MMP9/UVRAG/PMAIP1/PYCARD/SYT11/DDHD1/BAK1/GRB2/MTSS1/CEP135/MAD1L1/BIK/SNX30/SEPTIN9/NCAPG2/ADRB2/AURKB/SKA3/BUB1/SMC4/SKA1/UBE2C/NUSAP1/FEN1/NCAPG/PLK4/ESPL1/RAD51AP1/NCAPD2/ATR/RICTOR/VASP/DLGAP5/CEP120/ALOX15/SEMA5A/SLF1/CKAP5/TTBK2/IL1B/NCAPH/SLX4/RB1/STIL/ARF6/LIMK1/FCHSD1/CDC20/PAN3/CDK1/CDK2/PFN1/TP53/NEK2/SWAP70/SASS6/AURKA/SMC2/SLF2/MRE11/SERPINF2/MACROH2A1/CCT8/SMPD3/SEPTIN7/NCAPD3/TPR/ZNRF2/CNOT1/LIG4/PPM1E/NUP62/IGF1/GNL3/PPP3CB/PDXP/TACR1/INO80D/WASHC2C/ACTR5/KCTD17/BECN1/CDC42EP3/TCP1/GPSM2/MTOR/CEP295/HTT/RALA/CDKN1B/CFL1/CD47/CCT6A/SMC5/CCL21/RPH3A/NCK1/BMF/TNFSF10/UCHL5/MLLT11/SFPQ/TERF2/RAB3GAP2/HNRNPA1/HIP1R/NBN/SMCR8/HNRNPA2B1/PKIB/TNKS2/NVL/DZIP1/CUL3/PGAM5/BAX/HNRNPD/WRAP73/PHIP/ZDHHC6/TINF2/CCT5/ACTL6A/RAD21/BCL2L11/POC1B/TRIM27/NEK7/SYT2/FSCN1/RUVBL1"
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",41,0.665897917411068,1.61869803610776,0.00133806137462384,0.00759450093553534,0.00540751033083321,3579,"tags=54%, list=19%, signal=44%","E2F7/MCM5/CDC7/DBF4/TIMELESS/BCL6/FBXO5/MCM6/E2F8/MCM3/CDK2/MCM4/TICRR/CDT1/NUGGC/AICDA/MCM7/MCM2/SLFN11/METTL4/TIPIN/NBN"
"GOBP_EOSINOPHIL_CHEMOTAXIS","GOBP_EOSINOPHIL_CHEMOTAXIS",18,0.776566383055238,1.67990481858849,0.0013467980259179,0.00763368785846797,0.00543541258437041,1627,"tags=33%, list=9%, signal=31%","CCL19/CCL3/CCL4/CCL22/CCL5/CCL4L2"
"GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION","GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION",72,0.606547856358854,1.55169041815407,0.0013960141829864,0.00790189549771921,0.00562638439310022,5133,"tags=51%, list=27%, signal=38%","PTPRC/WAS/CD28/TBX21/TNFSF4/CD40/PARP1/ACTR2/FANCB/TIMELESS/RAD51AP1/STAT6/TGFB1/ATAD5/HMCES/SKP2/TFRC/RIF1/ARID2/IL2/PELI1/TRRAP/NBN/HELQ/ACTL6A/EXOSC3/NSD2/RUVBL1/RNF126/MAD2L2/ACTB/FUS/MBTD1/YEATS4/PAXIP1/EP400/MSH2"
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT","GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT",19,0.765190947141628,1.67150884761119,0.00142238948067392,0.00804026401151634,0.00572490688643734,2050,"tags=32%, list=11%, signal=28%","ACSL5/P2RX7/TNFSF11/IL1B/PTGES/NTSR1"
"GOBP_RESPONSE_TO_KETONE","GOBP_RESPONSE_TO_KETONE",202,0.516077604460893,1.37778187677018,0.0014292076881313,0.00806785803354336,0.00574455465005564,3117,"tags=26%, list=16%, signal=22%","CCL19/PTPRC/NCF1/ITGAM/ABCB4/CYBB/GNG2/MAP4K1/JAK2/AANAT/PTGER4/CCR7/HCN2/CD38/TNFSF4/CBL/FOXP3/SLC12A3/CARD9/PARP1/SPP1/TNC/XRN1/PTGDR/SRD5A1/TRERF1/ABCB1/TGFB1/PPP1R9B/CYBA/NCOA2/PIK3CA/PRKCA/LIPA/NR3C1/NASP/CBX3/STK39/PTGER2/CREB1/UCP2/SP1/TACR1/PCNA/HOXA9/IFITM5/NCOA1/PTGFR/P2RY6/NCOA4/NR1H3/ADCY3"
"GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",45,0.650080659751372,1.5949919553437,0.00144666380576552,0.00815534697539807,0.00580684937632255,3779,"tags=47%, list=20%, signal=37%","TRAF3/NLRC3/NLRC5/ARRB2/GFI1/CYLD/HAVCR2/OTULIN/PYCARD/FOXP3/AIM2/TRIM21/ARRB1/ADORA3/USP7/ERBIN/CHUK/PARP10/BCL3/TMIGD3/CMKLR1"
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION",25,0.72620916498802,1.65798493106526,0.0014670708761823,0.00823695049888878,0.00586495350983364,4167,"tags=56%, list=22%, signal=44%","TLR6/IL10/CCL3/HAVCR2/STAP1/IL4R/TLR4/IL33/TREM2/LBP/TNIP2/CTSC/HSPD1/TTBK1"
"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE",25,0.726081017342685,1.65769236127248,0.0014670708761823,0.00823695049888878,0.00586495350983364,2405,"tags=48%, list=13%, signal=42%","GPSM3/TLR6/CD6/NOD2/CLEC7A/MYD88/TNF/TLR4/CARD9/GBP5/IL17RA/HIF1A"
"GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE","GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE",56,0.627622387083183,1.57254066848108,0.00146564297846054,0.00823695049888878,0.00586495350983364,3469,"tags=39%, list=18%, signal=32%","ATM/FANCD2/SMC4/RAD51/NCAPD2/TRIP13/STAG3/NCAPH/BRIP1/MND1/SMC2/DMC1/AGO4/NDC1/MRE11/REC8/CCNE2/NCAPD3/CCNE1/HORMAD1/MSH5/SIRT7"
"GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION","GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION",97,-0.383230241380277,-1.49969985508966,0.00147174994898669,0.00825209998314742,0.00587574039278102,4241,"tags=36%, list=22%, signal=28%","BAG6/ESYT3/GET1/TMEM38B/EMC1/UBL4A/EMC7/CCDC47/VAPA/SHTN1/GET3/RAB18/ATL2/TMCO1/TMEM147/GRAMD2A/TMED2/MAPK15/SGTA/TOR1B/EMC4/VAPB/EMC3/EMC10/SMPD4/TRAM1L1/RETREG2/NOMO1/ZBED3/CAV2/REEP6/TLE6/REEP5/DMTN/RTN3"
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY","GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",16,0.782786595540352,1.66277509727053,0.00155876539660161,0.00872824817505689,0.00621477205379648,1392,"tags=44%, list=7%, signal=41%","CCL19/DOCK8/DOCK2/CRTAM/RIPOR2/CCR7/FLOT2"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT",18,0.771438410296445,1.66881174742927,0.00158101830375847,0.00884096946772859,0.00629503296360491,2462,"tags=56%, list=13%, signal=48%","GEN1/NDC80/MAD1L1/AURKB/MAD2L1/BIRC5/KNL1/INCENP/CDCA8/TPR"
"GOBP_MACROPHAGE_CHEMOTAXIS","GOBP_MACROPHAGE_CHEMOTAXIS",40,0.660962229615691,1.60355649954966,0.00158530892784609,0.00885307907963378,0.00630365536710918,2106,"tags=28%, list=11%, signal=24%","SLAMF1/PTK2B/CSF1R/CCL3/STAP1/C3AR1/SLAMF8/CCL5/C5AR1/CSF1/CKLF"
"GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION","GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION",15,0.782283545011943,1.6419098798681,0.00162356988078673,0.00905460792952811,0.00644714989650813,1682,"tags=60%, list=9%, signal=55%","NCKAP1L/LCK/PTPRC/STAT5A/LEF1/TCF7/GPR18/CCR9/STAT5B"
"GOBP_RESPONSE_TO_LECTIN","GOBP_RESPONSE_TO_LECTIN",19,0.761894177102268,1.66430727222676,0.00163053974569849,0.00908132163179133,0.00646617084629658,2859,"tags=58%, list=15%, signal=49%","CLEC7A/LYN/PLCG2/TYROBP/PAK2/KLRC4/KLRD1/KLRC2/IKBKB/SYK/MAP3K7"
"KEGG_RNA_DEGRADATION","KEGG_RNA_DEGRADATION",53,0.626727274542096,1.56417827347388,0.00163367429546852,0.00908663166211198,0.00646995174566833,4875,"tags=51%, list=26%, signal=38%","CNOT6L/DCP2/EXOSC9/XRN1/LSM8/CNOT9/PAPOLA/TENT4A/EXOSC10/CNOT1/DDX6/LSM6/ZCCHC7/PATL1/CNOT8/DIS3/EXOSC8/DCPS/EXOSC2/LSM7/EXOSC3/HSPD1/MTREX/EDC4/XRN2/ENO1/CNOT6"
"GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR","GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR",17,0.777218007310803,1.66592670635336,0.00163681704319341,0.00909197306925832,0.00647375498627232,2956,"tags=65%, list=16%, signal=55%","CSF1R/TNF/STAP1/PTPN2/TLR4/SPP1/TLR2/DOK1/CSF1/TREM2/PDE1B"
"GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS",76,0.594275464793626,1.52644454172162,0.00167677320545387,0.00930151421294383,0.00662295450692971,3912,"tags=45%, list=21%, signal=36%","TLR7/CASP1/TNFSF14/MYD88/PTGER4/CASP8/IRF1/CD40/NFKB1/BAK1/TLR4/TNFRSF10A/TLR8/TNFRSF8/CASP8AP2/CASP2/ABCB1/IL1B/TGFB1/FAS/CYBA/MAP3K14/TLR5/CHEK1/TMEM150C/PLEC/MAP3K1/MAP3K2/CASP5/BMP6/GAB1/SLC38A2/BCL10/PIEZO1"
"GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH","GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH",30,-0.567885760802679,-1.79313773488496,0.00169978055863778,0.00941660346713429,0.00670490147570165,2441,"tags=33%, list=13%, signal=29%","ATP6AP2/ATP6V1D/OCA2/CLN5/CREG1/ATP6AP1/ATP6V0A1/TMEM9/ATP6V1H/LAMP1"
"GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION","GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION",17,0.775554994281127,1.66236212370976,0.00170746982263438,0.00944663915152036,0.00672628777547171,829,"tags=29%, list=4%, signal=28%","CST7/PTPRC/CCL3/SYT11/STAP1"
"GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION","GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION",35,-0.545172849639511,-1.79415488784367,0.00171076868574641,0.0094523373273469,0.0067303450459771,4020,"tags=37%, list=21%, signal=29%","GJA5/AKAP6/KCNE2/CASQ2/CAV1/SCN5A/CACNA1D/KCNQ1/YWHAE/NEDD4L/SCN4B/SNTA1/CACNB3"
"GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH","GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH",141,0.543959986795565,1.43781514276636,0.00171595841324316,0.00946845397294174,0.0067418205765343,3425,"tags=34%, list=18%, signal=28%","NCKAP1L/HCLS1/PLEK/WAS/PREX1/CARMIL2/ADD2/CORO1A/HCK/EVL/COTL1/FCHSD2/SH3BP1/CYFIP2/PTK2B/CCR7/CRACD/CAPZA1/ARPC2/PYCARD/GRB2/TMSB4X/ASB2/SSH2/RICTOR/VASP/ALOX15/SEMA5A/ARPC5/ARF6/FCHSD1/PIK3CA/PFN1/SWAP70/ARPC3/TMOD2/TWF2/PLEKHG2/CXCL12/PDXP/WASHC2C/CDC42EP3/MTOR/CFL1/CCL21/LATS1/NCK1/ARPC5L"
"GOBP_DNA_REPLICATION_INITIATION","GOBP_DNA_REPLICATION_INITIATION",37,0.672397392966185,1.61696242013334,0.00172703830199285,0.00950441422206369,0.00676742534244017,3579,"tags=62%, list=19%, signal=51%","MCM5/TOPBP1/CDC6/ORC6/MCM6/CDC45/ORC1/PRIM1/MCM10/MCM3/CDK2/MCM4/TICRR/POLA1/CDT1/CCNE2/PRIM2/CCNE1/MCM7/MCM2/GINS3/LRWD1/NBN"
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",121,0.555633219918666,1.45977093193011,0.00172536283365472,0.00950441422206369,0.00676742534244017,3846,"tags=40%, list=20%, signal=32%","STAT5A/AIF1/BRCA2/CDC7/RCC2/MAD1L1/TERT/RRM2/SKA3/CDC6/FBXO5/SKA1/UBE2C/CDCA5/BIRC5/ESPL1/DLGAP5/MTBP/STAT5B/RB1/TGFB1/STIL/DTL/CDC20/CDK1/TTL/SASS6/AURKA/PRKCA/CCNE2/CCNB1/CCNE1/ADAM17/ASNS/RRM1/WNT10B/CDC25B/CDC25C/CDC25A/MDM2/LSM10/CUL4B/ANKRD17/TFDP1/CCND3/RAD51B/DDX3X/CUL3"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",195,0.515784679567051,1.37621081966304,0.00180414954395109,0.00991568205817972,0.00706026026226103,3246,"tags=26%, list=17%, signal=22%","NCKAP1L/RAC2/VAV1/WAS/ARHGEF6/ITGA4/ITGAX/ITGAL/ITGAM/ITGB7/PIK3R5/PIP4K2A/ITGB2/PIK3CD/PIK3CG/FGD3/PIP5K1B/CYFIP2/CSK/GNA13/ARPC2/ITGAD/TMSB4X/ITGAE/PAK2/PIKFYVE/MAP2K1/SSH2/ARPC1B/NRAS/PPP1CC/ARPC5/CD14/LIMK1/IQGAP3/SOS1/PIK3CA/ROCK1/PFN1/ARPC3/DIAPH3/INSRR/KRAS/TIAM1/IQGAP1/MYH9/CRKL/DIAPH1/APC/GNA12/CFL1"
"GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS","GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS",28,0.704733573139178,1.63758860044862,0.00186318732698001,0.0102266645641617,0.00728168904712524,1879,"tags=21%, list=10%, signal=19%","CD74/PTGDS/TBXAS1/PTGS1/IL1B/PTGES"
"GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION",24,0.726870411932166,1.65227869937596,0.00187179231782673,0.010260377363245,0.00730569356182234,3206,"tags=62%, list=17%, signal=52%","SLAMF1/IL12RB1/IL2RA/TMIGD2/STAT5A/IL18/PYCARD/IL12B/STAT5B/IL23A/IGF1/ICOSLG/HMGB1/IL2/HHLA2"
"GOBP_ACTIN_FILAMENT_ORGANIZATION","GOBP_ACTIN_FILAMENT_ORGANIZATION",431,0.468840462236451,1.26577814029543,0.0018998100189981,0.0104002740330435,0.00740530414764043,2792,"tags=23%, list=15%, signal=20%","GPR65/NCKAP1L/LIMD2/HCLS1/RAC2/GMFG/PLEK/WAS/PREX1/MICAL1/CARMIL2/ADD2/CORO1A/HCK/WIPF1/LCP1/PHACTR1/MYO1F/EVL/COTL1/ARHGAP25/FCHSD2/RHOH/SH3BP1/CYFIP2/ERMN/GAS2L3/PTK2B/JAK2/PACSIN1/PTGER4/MYO5A/CCR7/CRACD/CAPZA1/ACTR3/CCDC88A/ZEB2/ARPC2/MARCKS/AIF1/PYCARD/TTN/SH3KBP1/GRB2/MTSS1/WASHC4/TMSB4X/CORO7/ACTR2/MYO1G/ABI1/TPM3/PAK2/ASB2/MYO7A/RHOG/SSH2/ARHGEF18/ARPC1B/CAP1/RICTOR/VASP/MYO1E/ALOX15/SEMA5A/PPP1R9B/ARPC5/ARF6/LIMK1/FCHSD1/IQGAP3/PIK3CA/MYO1A/ROCK1/PFN1/DNM2/SWAP70/CLASP2/ARPC3/TMOD2/TWF2/TRPV3/ARRB1/SERPINF2/DIAPH3/STMN1/KCTD13/PPM1E/PLEKHG2/TMSB15B/CXCL12/PDXP/TACR1/PLEC/WASHC2A/WASHC2C"
"GOBP_RESPONSE_TO_ALCOHOL","GOBP_RESPONSE_TO_ALCOHOL",242,0.502444525426059,1.34539522852625,0.00190247321517973,0.010401185583253,0.0074059531984756,3336,"tags=27%, list=18%, signal=23%","CCL19/PTPRC/ADCY7/CD4/VCAM1/CYBB/SPI1/GNG2/CD27/MAP4K1/CCR5/NPPC/AANAT/ADRA2A/MYD88/PTGER4/TNF/CCR7/DBH/CASP8/TBXAS1/HCN2/TNFSF4/TP53INP1/CCL3/CBL/BLM/FOXP3/BAK1/SLC12A3/CARD9/PARP1/TNC/XRN1/RAD51/PTGDR/ABCB1/TGFB1/PPP1R9B/CYBA/ITPR2/CDK1/PRKCA/LIPA/NR3C1/GATA3/GRIN1/HPGD/BIRC2/STK39/EEF1B2/PTGER2/CREB1/TACR1/IFITM5/GPR155/PTGFR/SOD2/P2RY6/GRIN3A/ADCY3/IL2/POLB/CCL21/ABCA1/MDM2"
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",54,0.626589735821178,1.56625572360052,0.00192676495696155,0.0105201871699893,0.00749068586427211,3870,"tags=50%, list=20%, signal=40%","TRAF3/TNF/CASP8/CYLD/NFKB1/IL12B/CASP10/TBK1/IL12A/IFIH1/IKBKE/TANK/CXCL10/IRF7/TRIM25/IKBKB/RNF125/ATG12/CHUK/SIKE1/MAP3K7/DHX58/STING1/MAP3K1/TRAF2/DDX3X/MAPK12"
"GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",75,0.589246338146299,1.51220746210729,0.00197937285133868,0.010793281804551,0.00768513735887628,3713,"tags=35%, list=20%, signal=28%","CD74/PYHIN1/ATM/BATF/E2F7/RBM38/SP100/PMAIP1/BRCA2/GTSE1/PPP2R5C/FOXM1/ATR/MDM4/CASP2/CD44/TP53/CHEK2/CDKN2A/CDKN1B/BCL3/MDM2/USP10/MARCHF7/NBN/DYRK1A"
"GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION","GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",28,0.701676499870088,1.63048488277855,0.00198900198900199,0.0108316108316108,0.00771242876506035,2044,"tags=39%, list=11%, signal=35%","CD200R1/IL27RA/CD69/RIPOR2/LRCH1/STAP1/SLAMF8/GCSAM/PADI2/GREM1/EMILIN1"
"GOBP_REGULATION_OF_P38MAPK_CASCADE","GOBP_REGULATION_OF_P38MAPK_CASCADE",40,0.657263221048742,1.59458235705914,0.00199441581545042,0.010846914213011,0.00772332522734545,3010,"tags=35%, list=16%, signal=30%","PTPN22/SPI1/CYLD/LGALS9/MFHAS1/IL1B/TREM2/MAP3K3/ZC3H12A/HGF/STK39/DUSP10/MINK1/RELL2"
"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",27,0.706774464640298,1.63309371530502,0.00200306350889596,0.0108797426050333,0.00774670001793565,2663,"tags=48%, list=14%, signal=41%","TNFAIP3/LAPTM5/GPR174/PTPRC/TBX21/HAVCR2/CR1/FOXP3/LAG3/LILRB4/XCL1/GATA3/VSIG4"
"KEGG_GLIOMA","KEGG_GLIOMA",62,0.61240851100263,1.54741644930567,0.00201505992151872,0.0109306505638633,0.00778294799731326,2623,"tags=32%, list=14%, signal=28%","PRKCB/PIK3R5/PIK3CD/PIK3CG/PLCG2/GRB2/MAP2K1/NRAS/CDK6/RB1/E2F2/SOS1/PIK3CA/CAMK2D/TP53/E2F1/PRKCA/KRAS/CDKN2A/IGF1"
"GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS","GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS",35,-0.540455437976012,-1.77862996359326,0.00203976861369295,0.0110502939462222,0.00786813764066353,2002,"tags=37%, list=11%, signal=33%","IL1RAPL1/PARP6/EPHB2/NUMBL/FZD4/FBXW8/DBN1/BAIAP2/CAMK2B/HDAC6/CUL7/CUX1/OBSL1"
"GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING","GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING",20,0.748942994443988,1.65212673279972,0.00204302001920949,0.011053534285749,0.00787044485869085,1725,"tags=40%, list=9%, signal=36%","TNFAIP3/INPP5D/CSK/UBASH3B/P2RX7/CD38/GREM1/TMEM119"
"GOBP_RESPONSE_TO_INTERFERON_BETA","GOBP_RESPONSE_TO_INTERFERON_BETA",30,0.686333299893523,1.61128802880208,0.00208140610545791,0.0112466119783887,0.00800792191300483,3967,"tags=57%, list=21%, signal=45%","PYHIN1/IFI16/IRF1/MNDA/IFNAR2/AIM2/STAT1/BST2/IKBKE/PLSCR1/IFITM1/XAF1/STING1/OAS1/HTRA2/SHFL/UBE2G2"
"KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER",311,0.485602834424316,1.30509223318347,0.0021004200840168,0.0113199871539638,0.00806016721830102,3168,"tags=27%, list=17%, signal=23%","TRAF3/RAC2/TRAF1/BIRC3/CSF2RA/FLT3/RASSF5/CASP3/STK4/PRKCB/PIK3R5/NFKB2/TRAF5/PIK3CD/PIK3CG/SPI1/ETS1/CSF1R/CASP8/STAT5A/LEF1/JAK1/PLCG2/TCF7/CBL/MMP9/NFKB1/BRCA2/CSF3R/GRB2/LAMA3/WNT16/WNT1/FASLG/TPM3/SUFU/MAP2K1/RAD51/BIRC5/NRAS/CDK6/STAT1/STAT5B/RB1/TGFB1/E2F2/CBLB/FAS/MAX/SOS1/RASSF1/PIK3CA/CDK2/TP53/E2F1/PRKCA/WNT6/VHL/DCC/CCNE2/WNT10A/SKP2/HIF1A/HGF/CCNE1/TPR/BIRC2/KRAS/CDKN2A/IKBKB/IGF1/WNT10B/EGLN3/CHUK/CRKL/MTOR/NCOA4/CUL2/WNT5B/APC/MSH6/RALA/CDKN1B"
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",310,0.484595006315097,1.30230023276287,0.0021004200840168,0.0113199871539638,0.00806016721830102,4104,"tags=34%, list=22%, signal=27%","LCK/LAPTM5/TIFAB/CD74/CASP3/FCGR2B/CASP4/TNFRSF1B/ATP2A3/ATM/PTPN1/RTKN2/CARD8/BCL2A1/JAK2/IFI16/DDIAS/TNF/IL10/CYLD/MMP9/USP15/PMAIP1/PYCARD/PDK1/BRCA2/PTPN2/BAK1/WNT1/VNN1/PARP1/DYRK2/FBXW7/NLRP1/PPP2R5C/MAP2K1/POU4F1/MELK/USP28/CASP2/ELL3/SGPP1/E2F2/HELLS/IKBKE/CD44/APAF1/TP73/PYCR1/TP53/E2F1/ATAD5/TP63/PRKDC/CDKN2D/TREM2/FBH1/ERN1/HIF1A/CHEK2/SYVN1/QRICH1/CXCL12/ARL6IP5/GATA4/BECN1/UBQLN1/SOD2/CUL1/EIF2AK3/CUL2/XBP1/SKIL/MSH6/POLB/DNAJC10/BCL3/MDM2/FIGNL1/NCK1/GSKIP/MLLT11/ERO1A/MARCHF7/SFPQ/FYN/ZNF385B/HERPUD1/HIP1R/NBN/BCLAF1/BRCA1/TRAF2/BCL2L12/DDX3X/CUL3/BAX/HTRA2/DDX5/BCL2L11/NKX3-1/DDIT4/RIPK3/RRN3"
